City,State,Age Group,Gender,Coffee Type,Daily Cups Consumed,Preferred Coffee Brand,Consumption Setting,Monthly Coffee Expense (INR),Reason for Consumption,Milk Preference,Sugar Preference,Awareness of Specialty Coffee,Frequency of Café Visits (Per Week),Preferred Time of Consumption,Influence of Social Media on Choice
Ahmedabad,Gujarat,26-35,Other,Filter Coffee,3,Nestlé,Café,4975,Socializing,No,High Sugar,No,1,Night,No
Kolkata,West Bengal,50+,Female,Cold Coffee,4,Starbucks,Office,275,Habit,No,No Sugar,No,6,Evening,Yes
Pune,Maharashtra,26-35,Other,Instant,4,Local Brand,Home,3519,Habit,No,Medium Sugar,Yes,5,Afternoon,No
Bangalore,Karnataka,36-50,Male,Espresso,5,Bru,Home,592,Socializing,Yes,No Sugar,No,4,Evening,Yes
Delhi,Delhi,26-35,Male,Espresso,3,Starbucks,Café,810,Habit,No,Medium Sugar,Yes,2,Morning,Yes
Mumbai,Maharashtra,26-35,Female,Filter Coffee,1,Others,Café,2975,Socializing,Yes,No Sugar,Yes,6,Evening,Yes
Chennai,Tamil Nadu,36-50,Other,Brewed,1,Bru,Office,3877,Energy,Yes,Medium Sugar,No,5,Morning,Yes
Lucknow,Uttar Pradesh,26-35,Female,Brewed,5,Starbucks,Office,230,Energy,No,No Sugar,Yes,2,Morning,Yes
Kolkata,West Bengal,26-35,Female,Filter Coffee,1,Others,Café,4271,Energy,Yes,Medium Sugar,No,0,Evening,Yes
Bangalore,Karnataka,26-35,Male,Espresso,3,Starbucks,Café,2986,Energy,Yes,No Sugar,Yes,1,Afternoon,No
Chennai,Tamil Nadu,36-50,Other,Espresso,5,Local Brand,Home,3804,Taste,Yes,High Sugar,Yes,1,Night,No
Jaipur,Rajasthan,50+,Male,Brewed,5,Local Brand,Home,2939,Habit,Yes,No Sugar,Yes,4,Afternoon,Yes
Bangalore,Karnataka,18-25,Other,Brewed,5,Others,Home,3108,Taste,Yes,No Sugar,No,3,Evening,Yes
Bangalore,Karnataka,18-25,Other,Cold Coffee,5,Others,Office,4333,Energy,No,High Sugar,No,3,Evening,Yes
Chennai,Tamil Nadu,18-25,Other,Instant,2,Others,Office,1760,Energy,Yes,No Sugar,Yes,1,Afternoon,No
Pune,Maharashtra,26-35,Male,Filter Coffee,1,Bru,Home,3175,Socializing,No,High Sugar,Yes,1,Evening,Yes
Ahmedabad,Gujarat,18-25,Male,Brewed,1,Others,Office,2984,Energy,Yes,High Sugar,No,0,Morning,No
Mumbai,Maharashtra,18-25,Male,Brewed,3,Bru,Home,212,Taste,No,Medium Sugar,No,2,Night,Yes
Ahmedabad,Gujarat,18-25,Female,Cold Coffee,4,Local Brand,Café,1120,Habit,Yes,High Sugar,No,0,Evening,Yes
Kolkata,West Bengal,50+,Male,Brewed,3,Nestlé,Café,1514,Taste,Yes,High Sugar,Yes,3,Afternoon,No
Jaipur,Rajasthan,18-25,Male,Instant,5,Starbucks,Office,2217,Socializing,Yes,Less Sugar,No,5,Afternoon,Yes
Pune,Maharashtra,50+,Female,Instant,5,Nestlé,Café,4992,Habit,No,High Sugar,No,6,Afternoon,Yes
Chennai,Tamil Nadu,26-35,Other,Filter Coffee,3,Nestlé,Home,3068,Socializing,Yes,Medium Sugar,Yes,3,Morning,No
Delhi,Delhi,36-50,Other,Instant,5,Others,Café,3743,Taste,Yes,Less Sugar,Yes,5,Evening,Yes
Mumbai,Maharashtra,50+,Female,Cold Coffee,1,Local Brand,Café,2463,Habit,Yes,Less Sugar,Yes,1,Night,No
Lucknow,Uttar Pradesh,18-25,Other,Filter Coffee,4,Bru,Home,707,Habit,Yes,Medium Sugar,No,1,Evening,No
Kolkata,West Bengal,18-25,Male,Cold Coffee,4,Nestlé,Office,531,Socializing,Yes,Less Sugar,No,4,Afternoon,Yes
Pune,Maharashtra,50+,Other,Cold Coffee,5,Bru,Office,750,Socializing,Yes,High Sugar,Yes,0,Afternoon,Yes
Jaipur,Rajasthan,18-25,Male,Espresso,4,Bru,Café,848,Habit,No,Medium Sugar,No,1,Night,No
Hyderabad,Telangana,50+,Other,Filter Coffee,2,Starbucks,Home,2947,Socializing,Yes,High Sugar,Yes,2,Afternoon,Yes
Pune,Maharashtra,26-35,Male,Filter Coffee,2,Starbucks,Café,1750,Taste,No,High Sugar,No,3,Morning,Yes
Hyderabad,Telangana,36-50,Other,Espresso,1,Nestlé,Office,4509,Energy,Yes,Medium Sugar,No,0,Morning,No
Ahmedabad,Gujarat,26-35,Other,Instant,2,Starbucks,Office,4441,Taste,No,No Sugar,Yes,6,Night,No
Delhi,Delhi,18-25,Female,Filter Coffee,4,Nestlé,Home,3361,Socializing,Yes,No Sugar,Yes,4,Night,Yes
Kolkata,West Bengal,36-50,Female,Espresso,4,Local Brand,Café,727,Habit,Yes,High Sugar,Yes,2,Night,No
Chennai,Tamil Nadu,50+,Female,Instant,2,Starbucks,Home,3934,Taste,No,Medium Sugar,No,4,Evening,No
Lucknow,Uttar Pradesh,36-50,Other,Filter Coffee,1,Local Brand,Home,1376,Energy,Yes,No Sugar,Yes,4,Morning,No
Bangalore,Karnataka,26-35,Female,Brewed,1,Bru,Office,2304,Socializing,No,Medium Sugar,Yes,2,Morning,No
Chennai,Tamil Nadu,50+,Other,Brewed,1,Others,Café,2433,Energy,No,High Sugar,Yes,5,Afternoon,No
Mumbai,Maharashtra,18-25,Female,Espresso,5,Nestlé,Office,3035,Energy,Yes,Less Sugar,No,5,Evening,Yes
Chennai,Tamil Nadu,36-50,Other,Espresso,3,Others,Café,2713,Taste,No,High Sugar,Yes,6,Morning,No
Bangalore,Karnataka,50+,Other,Espresso,1,Others,Café,1296,Energy,No,Less Sugar,No,0,Evening,No
Lucknow,Uttar Pradesh,50+,Female,Cold Coffee,5,Starbucks,Café,2173,Taste,Yes,High Sugar,No,0,Night,Yes
Ahmedabad,Gujarat,36-50,Male,Cold Coffee,3,Nestlé,Home,2978,Energy,No,No Sugar,No,5,Afternoon,No
Hyderabad,Telangana,50+,Other,Espresso,3,Starbucks,Office,812,Taste,Yes,Medium Sugar,Yes,1,Night,Yes
Jaipur,Rajasthan,26-35,Male,Filter Coffee,4,Starbucks,Office,1041,Socializing,Yes,No Sugar,Yes,1,Morning,No
Mumbai,Maharashtra,50+,Other,Instant,5,Bru,Office,1058,Habit,No,High Sugar,No,1,Morning,Yes
Mumbai,Maharashtra,36-50,Other,Espresso,5,Others,Café,1988,Energy,No,Less Sugar,Yes,5,Evening,No
Bangalore,Karnataka,26-35,Other,Brewed,1,Local Brand,Home,4887,Socializing,No,High Sugar,No,6,Morning,Yes
Mumbai,Maharashtra,26-35,Female,Espresso,3,Local Brand,Café,2263,Socializing,No,No Sugar,Yes,5,Evening,Yes
Delhi,Delhi,50+,Male,Cold Coffee,4,Others,Café,3050,Energy,Yes,High Sugar,Yes,0,Morning,No
Delhi,Delhi,18-25,Female,Filter Coffee,5,Starbucks,Café,3961,Socializing,Yes,No Sugar,Yes,2,Morning,No
Kolkata,West Bengal,36-50,Male,Espresso,4,Local Brand,Home,2008,Habit,Yes,Less Sugar,No,0,Night,No
Jaipur,Rajasthan,50+,Female,Instant,3,Nestlé,Café,2651,Energy,Yes,Medium Sugar,Yes,0,Afternoon,No
Delhi,Delhi,26-35,Male,Cold Coffee,2,Nestlé,Office,1872,Taste,Yes,High Sugar,No,3,Morning,No
Pune,Maharashtra,50+,Other,Instant,5,Bru,Office,4554,Socializing,No,Less Sugar,Yes,3,Evening,No
Delhi,Delhi,50+,Female,Filter Coffee,1,Others,Home,1324,Energy,Yes,No Sugar,Yes,5,Night,Yes
Lucknow,Uttar Pradesh,18-25,Female,Instant,5,Bru,Café,2473,Energy,No,High Sugar,Yes,6,Afternoon,Yes
Ahmedabad,Gujarat,18-25,Other,Cold Coffee,5,Bru,Café,1344,Habit,Yes,High Sugar,No,5,Evening,No
Pune,Maharashtra,26-35,Other,Filter Coffee,2,Starbucks,Home,3453,Socializing,No,Medium Sugar,No,6,Night,No
Ahmedabad,Gujarat,26-35,Female,Filter Coffee,2,Local Brand,Café,2865,Habit,Yes,Less Sugar,Yes,0,Night,No
Ahmedabad,Gujarat,50+,Other,Espresso,4,Nestlé,Home,3015,Taste,No,Medium Sugar,Yes,1,Afternoon,Yes
Bangalore,Karnataka,50+,Male,Filter Coffee,5,Others,Home,4130,Energy,Yes,Less Sugar,No,0,Evening,No
Bangalore,Karnataka,36-50,Female,Brewed,3,Bru,Home,537,Energy,No,Medium Sugar,Yes,5,Night,Yes
Kolkata,West Bengal,18-25,Female,Cold Coffee,2,Starbucks,Home,3308,Taste,No,High Sugar,No,1,Night,No
Delhi,Delhi,26-35,Female,Cold Coffee,1,Bru,Café,2755,Energy,Yes,Medium Sugar,Yes,2,Night,No
Lucknow,Uttar Pradesh,26-35,Male,Brewed,4,Local Brand,Café,3738,Taste,Yes,Medium Sugar,Yes,5,Afternoon,No
Pune,Maharashtra,26-35,Other,Brewed,5,Local Brand,Home,3107,Taste,No,Less Sugar,Yes,2,Evening,Yes
Delhi,Delhi,18-25,Male,Brewed,3,Local Brand,Office,2182,Energy,Yes,Medium Sugar,Yes,2,Afternoon,No
Mumbai,Maharashtra,26-35,Other,Filter Coffee,1,Nestlé,Café,3767,Taste,Yes,Less Sugar,Yes,6,Morning,Yes
Jaipur,Rajasthan,36-50,Female,Filter Coffee,4,Nestlé,Home,4894,Habit,No,No Sugar,No,2,Night,Yes
Ahmedabad,Gujarat,18-25,Other,Cold Coffee,4,Starbucks,Office,3798,Energy,No,High Sugar,No,6,Morning,No
Hyderabad,Telangana,36-50,Other,Espresso,3,Starbucks,Café,1836,Taste,Yes,Medium Sugar,No,4,Afternoon,No
Lucknow,Uttar Pradesh,26-35,Female,Espresso,5,Nestlé,Café,1849,Taste,Yes,High Sugar,Yes,2,Night,No
Lucknow,Uttar Pradesh,26-35,Female,Brewed,2,Others,Office,3635,Taste,Yes,Less Sugar,No,1,Night,Yes
Chennai,Tamil Nadu,18-25,Other,Espresso,4,Nestlé,Home,4566,Taste,Yes,Medium Sugar,No,3,Evening,No
Delhi,Delhi,18-25,Male,Espresso,4,Nestlé,Café,413,Socializing,No,High Sugar,Yes,1,Night,No
Chennai,Tamil Nadu,36-50,Female,Filter Coffee,3,Local Brand,Home,3130,Habit,No,Less Sugar,Yes,2,Evening,Yes
Mumbai,Maharashtra,26-35,Other,Espresso,4,Bru,Café,1727,Taste,No,High Sugar,Yes,1,Afternoon,Yes
Kolkata,West Bengal,36-50,Other,Filter Coffee,3,Bru,Office,3919,Socializing,No,Less Sugar,No,4,Afternoon,No
Lucknow,Uttar Pradesh,36-50,Other,Espresso,3,Nestlé,Home,3500,Habit,No,Medium Sugar,No,1,Evening,No
Kolkata,West Bengal,26-35,Male,Filter Coffee,2,Nestlé,Office,4181,Socializing,Yes,No Sugar,Yes,5,Afternoon,Yes
Mumbai,Maharashtra,26-35,Other,Filter Coffee,2,Bru,Café,1104,Socializing,Yes,Less Sugar,No,2,Night,No
Chennai,Tamil Nadu,26-35,Male,Brewed,3,Starbucks,Office,1926,Socializing,No,Less Sugar,Yes,3,Night,No
Mumbai,Maharashtra,18-25,Other,Instant,4,Nestlé,Office,4106,Energy,No,High Sugar,No,4,Morning,No
Chennai,Tamil Nadu,26-35,Female,Espresso,4,Starbucks,Café,274,Taste,No,Medium Sugar,No,6,Evening,Yes
Ahmedabad,Gujarat,50+,Male,Cold Coffee,1,Nestlé,Office,220,Taste,No,No Sugar,No,1,Evening,No
Jaipur,Rajasthan,18-25,Male,Espresso,3,Starbucks,Café,1238,Taste,No,High Sugar,No,2,Evening,No
Ahmedabad,Gujarat,26-35,Other,Brewed,5,Others,Café,3971,Energy,No,Less Sugar,Yes,3,Evening,No
Pune,Maharashtra,36-50,Male,Cold Coffee,4,Bru,Café,1374,Habit,No,High Sugar,Yes,4,Afternoon,No
Hyderabad,Telangana,26-35,Female,Espresso,5,Nestlé,Office,1483,Socializing,No,Less Sugar,Yes,3,Night,Yes
Kolkata,West Bengal,18-25,Male,Brewed,1,Nestlé,Office,4666,Socializing,No,High Sugar,Yes,2,Evening,Yes
Hyderabad,Telangana,26-35,Female,Espresso,5,Others,Café,4956,Habit,Yes,No Sugar,Yes,1,Morning,No
Pune,Maharashtra,18-25,Male,Cold Coffee,2,Local Brand,Home,442,Energy,Yes,Less Sugar,No,0,Evening,No
Lucknow,Uttar Pradesh,36-50,Female,Filter Coffee,1,Nestlé,Café,2802,Energy,Yes,High Sugar,No,6,Evening,No
Hyderabad,Telangana,50+,Female,Cold Coffee,2,Nestlé,Office,1741,Energy,No,No Sugar,Yes,5,Afternoon,Yes
Kolkata,West Bengal,18-25,Male,Cold Coffee,3,Local Brand,Office,4691,Habit,No,High Sugar,Yes,3,Morning,Yes
Hyderabad,Telangana,18-25,Female,Cold Coffee,4,Others,Home,2057,Taste,Yes,Medium Sugar,Yes,1,Night,No
Mumbai,Maharashtra,18-25,Male,Cold Coffee,5,Starbucks,Café,2072,Energy,Yes,Less Sugar,No,6,Night,Yes
Jaipur,Rajasthan,18-25,Male,Instant,4,Nestlé,Home,4949,Habit,No,High Sugar,Yes,3,Morning,No
Jaipur,Rajasthan,18-25,Female,Instant,1,Others,Café,1639,Energy,Yes,High Sugar,No,5,Morning,No
Kolkata,West Bengal,18-25,Other,Instant,3,Others,Home,3533,Socializing,No,No Sugar,No,2,Night,Yes
Ahmedabad,Gujarat,18-25,Other,Instant,2,Starbucks,Office,3103,Taste,Yes,Less Sugar,No,4,Morning,No
Delhi,Delhi,50+,Male,Brewed,2,Others,Home,1270,Taste,Yes,No Sugar,Yes,6,Evening,No
Bangalore,Karnataka,26-35,Male,Cold Coffee,3,Starbucks,Home,3485,Energy,Yes,High Sugar,Yes,5,Night,No
Kolkata,West Bengal,36-50,Female,Brewed,1,Local Brand,Café,2521,Energy,No,High Sugar,Yes,3,Morning,Yes
Pune,Maharashtra,26-35,Other,Instant,4,Bru,Home,1586,Socializing,No,No Sugar,No,3,Evening,No
Delhi,Delhi,26-35,Male,Instant,4,Others,Café,2204,Energy,Yes,No Sugar,Yes,1,Afternoon,Yes
Lucknow,Uttar Pradesh,26-35,Male,Instant,3,Bru,Café,4970,Habit,No,Less Sugar,Yes,3,Night,Yes
Chennai,Tamil Nadu,18-25,Female,Espresso,5,Others,Café,4067,Energy,Yes,High Sugar,Yes,2,Night,Yes
Hyderabad,Telangana,36-50,Male,Espresso,2,Bru,Home,2713,Energy,Yes,No Sugar,Yes,3,Night,Yes
Jaipur,Rajasthan,18-25,Female,Espresso,2,Nestlé,Office,2365,Energy,No,Medium Sugar,No,4,Morning,Yes
Lucknow,Uttar Pradesh,50+,Male,Espresso,5,Nestlé,Office,1192,Taste,No,High Sugar,No,0,Evening,No
Lucknow,Uttar Pradesh,36-50,Male,Filter Coffee,2,Nestlé,Office,4581,Habit,Yes,High Sugar,Yes,6,Night,No
Kolkata,West Bengal,50+,Female,Cold Coffee,2,Others,Home,3278,Habit,Yes,High Sugar,No,6,Afternoon,No
Delhi,Delhi,36-50,Male,Cold Coffee,4,Nestlé,Café,2723,Habit,No,High Sugar,No,6,Afternoon,No
Chennai,Tamil Nadu,36-50,Female,Filter Coffee,5,Local Brand,Office,4781,Energy,No,Less Sugar,Yes,3,Morning,No
Hyderabad,Telangana,50+,Male,Cold Coffee,2,Local Brand,Home,2201,Socializing,No,High Sugar,No,3,Morning,Yes
Pune,Maharashtra,26-35,Other,Filter Coffee,1,Local Brand,Home,1230,Energy,No,High Sugar,Yes,5,Night,No
Mumbai,Maharashtra,26-35,Female,Cold Coffee,4,Others,Home,1420,Habit,No,High Sugar,No,2,Morning,Yes
Pune,Maharashtra,36-50,Female,Brewed,4,Local Brand,Office,4006,Socializing,No,No Sugar,Yes,6,Morning,No
Ahmedabad,Gujarat,26-35,Male,Instant,2,Bru,Café,4545,Taste,No,Less Sugar,Yes,3,Evening,Yes
Kolkata,West Bengal,50+,Male,Instant,3,Others,Café,1463,Habit,No,No Sugar,No,3,Afternoon,Yes
Kolkata,West Bengal,18-25,Female,Brewed,3,Nestlé,Office,1071,Habit,Yes,Medium Sugar,Yes,2,Morning,Yes
Delhi,Delhi,36-50,Female,Filter Coffee,5,Nestlé,Café,2613,Taste,No,Less Sugar,Yes,1,Afternoon,Yes
Delhi,Delhi,18-25,Other,Instant,2,Bru,Office,4698,Habit,No,Less Sugar,Yes,1,Evening,Yes
Hyderabad,Telangana,18-25,Other,Filter Coffee,1,Others,Home,1338,Habit,Yes,High Sugar,No,1,Afternoon,No
Mumbai,Maharashtra,26-35,Male,Instant,1,Local Brand,Office,2420,Taste,Yes,No Sugar,Yes,1,Night,Yes
Jaipur,Rajasthan,18-25,Other,Instant,1,Nestlé,Office,3310,Socializing,Yes,Medium Sugar,Yes,6,Night,No
Ahmedabad,Gujarat,50+,Male,Espresso,3,Starbucks,Office,1414,Socializing,No,Medium Sugar,No,3,Afternoon,No
Chennai,Tamil Nadu,36-50,Other,Cold Coffee,3,Others,Home,483,Taste,No,Less Sugar,No,4,Evening,No
Bangalore,Karnataka,26-35,Other,Espresso,3,Bru,Café,4278,Energy,Yes,High Sugar,Yes,5,Morning,No
Mumbai,Maharashtra,26-35,Female,Espresso,1,Starbucks,Home,1617,Taste,No,Less Sugar,Yes,2,Evening,No
Pune,Maharashtra,50+,Female,Filter Coffee,3,Local Brand,Office,304,Energy,Yes,High Sugar,No,1,Evening,No
Delhi,Delhi,26-35,Male,Filter Coffee,3,Starbucks,Home,4093,Energy,Yes,High Sugar,No,5,Afternoon,Yes
Kolkata,West Bengal,26-35,Female,Brewed,3,Nestlé,Office,3492,Energy,No,Medium Sugar,Yes,2,Evening,No
Chennai,Tamil Nadu,18-25,Other,Instant,2,Nestlé,Café,3638,Energy,No,Medium Sugar,No,1,Afternoon,No
Hyderabad,Telangana,36-50,Other,Filter Coffee,5,Starbucks,Café,424,Taste,Yes,No Sugar,No,1,Morning,Yes
Kolkata,West Bengal,26-35,Male,Brewed,2,Starbucks,Office,435,Socializing,Yes,High Sugar,No,6,Morning,Yes
Mumbai,Maharashtra,18-25,Other,Brewed,5,Starbucks,Home,2088,Habit,No,High Sugar,No,6,Evening,No
Delhi,Delhi,18-25,Female,Cold Coffee,4,Local Brand,Home,948,Taste,Yes,Medium Sugar,Yes,2,Night,No
Chennai,Tamil Nadu,50+,Female,Brewed,3,Others,Home,709,Socializing,No,No Sugar,Yes,4,Afternoon,Yes
Bangalore,Karnataka,26-35,Male,Brewed,1,Others,Café,3141,Habit,Yes,High Sugar,Yes,0,Evening,No
Chennai,Tamil Nadu,18-25,Female,Cold Coffee,2,Bru,Café,4432,Socializing,No,High Sugar,No,6,Night,No
Mumbai,Maharashtra,50+,Male,Brewed,3,Local Brand,Café,1977,Socializing,No,High Sugar,Yes,6,Morning,No
Pune,Maharashtra,26-35,Male,Cold Coffee,5,Bru,Home,3867,Taste,Yes,No Sugar,Yes,1,Night,Yes
Ahmedabad,Gujarat,36-50,Female,Brewed,1,Local Brand,Café,901,Taste,Yes,Less Sugar,Yes,6,Evening,No
Lucknow,Uttar Pradesh,50+,Other,Brewed,2,Nestlé,Café,1525,Socializing,No,No Sugar,No,5,Evening,Yes
Delhi,Delhi,26-35,Male,Espresso,3,Starbucks,Home,1911,Habit,No,No Sugar,Yes,6,Evening,No
Kolkata,West Bengal,18-25,Male,Espresso,3,Bru,Home,2922,Energy,No,Less Sugar,No,0,Morning,No
Mumbai,Maharashtra,36-50,Other,Brewed,5,Local Brand,Café,1442,Energy,Yes,High Sugar,No,3,Evening,No
Jaipur,Rajasthan,36-50,Other,Espresso,2,Bru,Home,4135,Taste,No,Less Sugar,Yes,6,Afternoon,No
Chennai,Tamil Nadu,50+,Female,Cold Coffee,4,Local Brand,Home,2118,Socializing,No,High Sugar,No,0,Night,No
Ahmedabad,Gujarat,36-50,Other,Brewed,1,Starbucks,Office,3958,Socializing,Yes,Less Sugar,No,5,Morning,No
Hyderabad,Telangana,18-25,Other,Espresso,4,Bru,Office,1597,Energy,No,Less Sugar,No,4,Night,Yes
Chennai,Tamil Nadu,26-35,Other,Cold Coffee,1,Nestlé,Office,2024,Socializing,No,No Sugar,No,3,Morning,Yes
Delhi,Delhi,18-25,Male,Brewed,1,Others,Home,4260,Habit,No,No Sugar,No,4,Evening,Yes
Chennai,Tamil Nadu,50+,Female,Filter Coffee,5,Others,Home,1921,Energy,No,No Sugar,Yes,4,Morning,No
Delhi,Delhi,50+,Female,Filter Coffee,5,Others,Home,3025,Habit,Yes,Medium Sugar,No,5,Afternoon,Yes
Pune,Maharashtra,50+,Other,Cold Coffee,3,Local Brand,Café,3392,Taste,No,High Sugar,Yes,4,Morning,No
Delhi,Delhi,18-25,Male,Brewed,1,Local Brand,Home,1499,Socializing,No,Less Sugar,Yes,0,Morning,No
Jaipur,Rajasthan,50+,Other,Cold Coffee,2,Local Brand,Home,1168,Habit,No,High Sugar,Yes,0,Evening,No
Ahmedabad,Gujarat,26-35,Male,Filter Coffee,1,Local Brand,Home,2442,Energy,Yes,Medium Sugar,No,2,Morning,No
Ahmedabad,Gujarat,26-35,Other,Brewed,4,Local Brand,Home,1120,Socializing,No,High Sugar,No,0,Morning,Yes
Jaipur,Rajasthan,36-50,Other,Cold Coffee,1,Local Brand,Home,1669,Habit,No,High Sugar,No,5,Afternoon,Yes
Pune,Maharashtra,36-50,Female,Filter Coffee,4,Nestlé,Home,3822,Socializing,Yes,Less Sugar,No,4,Night,No
Pune,Maharashtra,36-50,Other,Filter Coffee,2,Starbucks,Office,3989,Habit,No,High Sugar,No,6,Evening,No
Ahmedabad,Gujarat,18-25,Female,Espresso,1,Bru,Café,4351,Socializing,No,Medium Sugar,Yes,5,Afternoon,No
Mumbai,Maharashtra,36-50,Male,Filter Coffee,4,Local Brand,Home,997,Energy,No,High Sugar,No,3,Afternoon,No
Kolkata,West Bengal,18-25,Male,Filter Coffee,3,Starbucks,Café,3092,Energy,No,No Sugar,No,3,Afternoon,Yes
Chennai,Tamil Nadu,36-50,Female,Cold Coffee,3,Bru,Home,3102,Energy,Yes,High Sugar,No,3,Evening,Yes
Hyderabad,Telangana,18-25,Female,Brewed,4,Local Brand,Home,3918,Energy,No,No Sugar,No,5,Morning,No
Chennai,Tamil Nadu,26-35,Other,Espresso,5,Nestlé,Café,1042,Energy,Yes,Less Sugar,No,0,Evening,Yes
Jaipur,Rajasthan,50+,Other,Cold Coffee,2,Local Brand,Home,391,Taste,No,High Sugar,No,2,Evening,No
Hyderabad,Telangana,50+,Female,Instant,4,Bru,Home,4862,Taste,No,Less Sugar,No,6,Evening,Yes
Kolkata,West Bengal,26-35,Male,Cold Coffee,2,Starbucks,Home,2821,Energy,Yes,No Sugar,Yes,1,Night,No
Mumbai,Maharashtra,50+,Other,Instant,1,Others,Café,2480,Energy,No,Medium Sugar,No,1,Night,No
Lucknow,Uttar Pradesh,50+,Male,Cold Coffee,5,Bru,Home,4734,Energy,No,No Sugar,No,6,Evening,Yes
Kolkata,West Bengal,50+,Other,Espresso,4,Starbucks,Office,544,Socializing,Yes,Medium Sugar,Yes,3,Evening,Yes
Pune,Maharashtra,18-25,Male,Filter Coffee,1,Nestlé,Office,2662,Socializing,No,Medium Sugar,No,4,Night,Yes
Ahmedabad,Gujarat,18-25,Other,Cold Coffee,2,Nestlé,Home,4579,Taste,Yes,High Sugar,Yes,3,Afternoon,Yes
Bangalore,Karnataka,26-35,Female,Filter Coffee,3,Starbucks,Café,1878,Habit,Yes,Less Sugar,Yes,6,Night,No
Jaipur,Rajasthan,50+,Male,Espresso,1,Others,Home,3547,Socializing,Yes,No Sugar,No,1,Evening,Yes
Mumbai,Maharashtra,50+,Female,Instant,4,Local Brand,Home,1936,Socializing,Yes,Medium Sugar,No,6,Evening,Yes
Mumbai,Maharashtra,26-35,Female,Cold Coffee,3,Starbucks,Café,864,Taste,No,Medium Sugar,No,4,Morning,No
Hyderabad,Telangana,26-35,Female,Brewed,5,Others,Home,2868,Energy,Yes,No Sugar,No,6,Afternoon,No
Hyderabad,Telangana,26-35,Other,Instant,5,Local Brand,Café,4658,Habit,No,Medium Sugar,No,5,Morning,No
Lucknow,Uttar Pradesh,26-35,Male,Brewed,5,Bru,Office,867,Energy,No,Medium Sugar,No,2,Morning,No
Bangalore,Karnataka,50+,Other,Cold Coffee,1,Nestlé,Home,1594,Habit,Yes,Less Sugar,Yes,2,Afternoon,No
Pune,Maharashtra,26-35,Male,Instant,3,Others,Home,4357,Taste,No,High Sugar,No,4,Evening,Yes
Chennai,Tamil Nadu,18-25,Female,Cold Coffee,5,Others,Home,3390,Habit,No,No Sugar,Yes,1,Night,Yes
Bangalore,Karnataka,18-25,Male,Brewed,1,Others,Café,1275,Taste,Yes,Medium Sugar,Yes,2,Morning,No
Bangalore,Karnataka,26-35,Male,Cold Coffee,1,Bru,Office,2584,Energy,No,Less Sugar,Yes,1,Evening,Yes
Mumbai,Maharashtra,26-35,Male,Espresso,4,Starbucks,Office,3509,Habit,No,Less Sugar,No,5,Night,No
Lucknow,Uttar Pradesh,50+,Male,Cold Coffee,3,Others,Office,1359,Taste,No,Medium Sugar,No,6,Afternoon,Yes
Kolkata,West Bengal,18-25,Other,Brewed,4,Local Brand,Home,2882,Taste,Yes,High Sugar,No,5,Afternoon,No
Delhi,Delhi,36-50,Male,Espresso,5,Starbucks,Office,3385,Socializing,No,No Sugar,No,3,Evening,Yes
Chennai,Tamil Nadu,18-25,Other,Instant,1,Others,Café,1431,Habit,No,Medium Sugar,No,2,Night,Yes
Kolkata,West Bengal,18-25,Other,Espresso,5,Others,Office,3108,Habit,Yes,Medium Sugar,Yes,0,Afternoon,No
Hyderabad,Telangana,50+,Other,Espresso,4,Nestlé,Home,1825,Habit,Yes,High Sugar,No,6,Evening,No
Kolkata,West Bengal,26-35,Female,Espresso,4,Others,Office,3715,Energy,Yes,Less Sugar,Yes,3,Night,No
Kolkata,West Bengal,36-50,Female,Filter Coffee,1,Local Brand,Café,4880,Habit,No,Less Sugar,No,6,Evening,Yes
Bangalore,Karnataka,26-35,Other,Filter Coffee,2,Bru,Café,2935,Taste,No,High Sugar,Yes,3,Morning,No
Mumbai,Maharashtra,36-50,Female,Espresso,1,Others,Café,3374,Habit,No,High Sugar,No,1,Morning,No
Pune,Maharashtra,26-35,Male,Cold Coffee,2,Starbucks,Café,435,Socializing,Yes,Less Sugar,No,2,Evening,Yes
Kolkata,West Bengal,18-25,Male,Filter Coffee,4,Local Brand,Café,3434,Habit,Yes,High Sugar,No,1,Morning,Yes
Bangalore,Karnataka,50+,Male,Filter Coffee,1,Local Brand,Café,1541,Taste,Yes,Medium Sugar,No,4,Morning,Yes
Hyderabad,Telangana,18-25,Female,Instant,2,Nestlé,Café,3927,Habit,No,Medium Sugar,Yes,0,Evening,No
Kolkata,West Bengal,36-50,Female,Filter Coffee,2,Bru,Home,3003,Socializing,Yes,Less Sugar,No,5,Night,No
Pune,Maharashtra,18-25,Other,Cold Coffee,3,Starbucks,Home,593,Habit,Yes,No Sugar,No,0,Morning,No
Chennai,Tamil Nadu,18-25,Female,Instant,4,Starbucks,Café,1724,Socializing,No,Less Sugar,Yes,3,Night,Yes
Chennai,Tamil Nadu,50+,Other,Filter Coffee,3,Nestlé,Office,2139,Taste,Yes,High Sugar,Yes,4,Evening,Yes
Delhi,Delhi,18-25,Female,Espresso,1,Others,Home,3585,Energy,Yes,No Sugar,No,2,Afternoon,Yes
Mumbai,Maharashtra,26-35,Female,Espresso,5,Nestlé,Home,1175,Taste,Yes,Less Sugar,No,5,Afternoon,No
Lucknow,Uttar Pradesh,18-25,Male,Instant,3,Bru,Office,3035,Socializing,Yes,No Sugar,Yes,2,Evening,No
